date,platform,sort_type,rank,main_ingredients,product_name,review_count,review_rating,skin_type,review_text,url
2026-05-02,올리브영,신상품순,1,,코스알엑스 더 블루 펩타이드 바쿠치올 플럼프 글로우 세럼 50ml,,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255624&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
2026-05-02,올리브영,신상품순,2,,퓨어그램 오리진 부스터샷 300 앰플 30ml,,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254553&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
2026-05-02,올리브영,신상품순,3,,퓨어그램 오리진 부스터샷 100 앰플 30ml,,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254438&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=3
2026-05-02,올리브영,신상품순,4,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,30,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=4
2026-05-02,올리브영,신상품순,5,,쥬베룩 PDLLA 콜라겐 부스팅 앰플 20g,50,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254331&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=5
2026-05-02,올리브영,신상품순,6,,[리뉴얼/속수분쏙] 리얼베리어 워터리 히알 세럼 50ml 기획 (+20ml),1,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254295&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-02,올리브영,신상품순,7,,[기미/잡티/흔적 세럼] 레이어랩 기미흔적 클리어 세럼 30ml,,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254209&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=7
2026-05-02,올리브영,신상품순,8,,[토이 스토리 5] 이니스프리 레티놀 시카 흔적 앰플 30ml 리필 기획 토이 스토리 5 에디션,14092,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254112&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=8
2026-05-02,올리브영,신상품순,9,,[토이 스토리 5] 이니스프리 비타민C 그린티 엔자임 세럼 30ml 리필 기획 토이 스토리 5 에디션,6743,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254111&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=9
2026-05-02,올리브영,신상품순,10,,[포켓몬 에디션] VT 피디알엔 에센스 100 30ml 더블 기획 (+포켓몬 장바구니 키링),5515,,,,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254065&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=10
