date,platform,sort_type,main_ingredients,product_name,review_count,review_rating,skin_type,review_text,url
2026-05-07,oliveyoung,판매순,"PDRN, Sodium DNA, Peptide Complex",[1등미백앰플] 메디큐브 PDRN 핑크 앰플 30ml 기획 (본품+리필 50ML+겔패드 2매입*2개),"21,705",,없음,리뷰 수집 실패: review_component_or_items_not_loaded,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000226498&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
2026-05-07,oliveyoung,판매순,"Silica, Centella Asiatica Extract",[포켓몬 에디션]VT 리들샷100 에센스 50ml기획 (리들샷300 1ml+PDRN에센스1.5ml+포켓몬아크릴포스트잇),"47,127",,없음,리뷰 수집 실패: review_component_or_items_not_loaded,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254058&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
