date,platform,sort_type,main_ingredients,product_name,review_count,review_rating,skin_type,review_text,url
2026-05-07,oliveyoung,신상품순,"Collagen, Adenosine, Niacinamide",[결광]코스알엑스 더 블루 펩타이드 바쿠치올 플럼프 글로우 세럼 50ml,,,없음,리뷰 수집 실패: review_component_or_items_not_loaded,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255624&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
2026-05-07,oliveyoung,신상품순,"Hydrolyzed Sponge, Hyaluronic Acid, Ceramide Complex",퓨어그램 오리진 부스터샷 300 앰플 30ml,,,없음,리뷰 수집 실패: review_component_or_items_not_loaded,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254553&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
