product_name,review_rating,review_count,skin_type,review_text,url
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,없음,눈가에 기미가생겨서 걱정되서 구매했어요 제약회사에서 나온거라 믿음직스럽고 색소침착크림이랑같이쓰면 좋을것같아요 흔들어서 사용하면 되요!!,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,건성,얼굴에 색소침착 된 부분이 많아서 도움이 될까 싶어서 구매했어요 일단 발림성은 토너 같은 형태라서 피부의 효과적으로 잘 스며드는 것 같아요 끈적거리는거 하나도 없고 촉촉하게 발리는 게 좋은 것 같아요 같이 주신 크림이랑 같이 바르니까 효과가 좀 더 좋은 거 같아요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,건성,기미 치료하면서 같이 바르려고 샀어요 누적 된 기미 및 색소침착에 좋다고해서 도움이 될까싶어서 사용중입니다 발림성은 촉촉하고 토너같이 산뜻하게 발려서 나쁘지않아요 그리고 피부 각질 턴오버주기개선에 도움이 된다고 하네용 ! 자극이 없어서 일단 좋구요 촉촉해요~,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,복합성,30대가 되니 늘어나는 잡티 기미.. 특히나 초기 기미가 걱정되는 부위에 발라주면 되는 아이템이라 저는 트러블 후 색소침착이나 열은 기미가고민인 부위에 덜어내 아침저녁으로 발라주고 있어요!,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,복합성,요즘 피부가 거뭇거뭇해지는거같아 하나씩 관리해주려고 써봤어요 게다가 피부 각질때문에 화장이 안 먹어 고민이었는데 이게 묽은 액상제형이라 그런지 각질도 좀 잠재워주는거같아 화장도 잘 먹는 느낌이에요~~ 기미 및 색소침착완화 효과가 있다고 해서 꾸준히 발라보려구요 일단 제가 민감성인데 자극적이지 않아서 매일 발라주고있는데 산뜻하게 관리할수있어 좋아요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,건성,턴오버주기개선해주는 거다보니 피부 각질 제거도 매끈하게 잘 되고 톤이 맑아진 느낌이에요 ㅎㅎ,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,지성,"가벼운 제형이라 부담 없이 바르기 좋고, 끈적임 없이 산뜻하게 마무리돼요. 색소 침착 부위에 꾸준히 발라주니까 조금씩 개선되는 느낌이라 계속 써보려고 해요.",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,복합성,"기미 완화에 좋다고 해서 구매했는데 자극 없이 순하게 작용하는 점이 마음에 들어요. 각질이 정리되니까 피부가 부드러워지고, 칙칙함도 덜해진 것 같아서 만족합니다.",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,지성,"잡티랑 색소가 고민이라 사용 중인데 꾸준히 쓰니까 조금씩 옅어지는 느낌이에요. 액체 타입이라 흡수도 빠르고, 피부에 부담 없이 사용할 수 있어서 좋아요.",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[4/29하루특가][턴오버주기개선] 동아제약 색소침착 프로 액제 30ml,5,564,없음,"민감한 피부라 걱정했는데 자극 없이 사용할 수 있어서 좋았어요. 바르고 나면 피부가 정돈되는 느낌이고, 각질 들뜸이 줄어들어서 메이크업 밀림도 덜해졌어요.",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249648&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=1
[단독기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),5,"12,007",건성,다른제품 PDRN 사용하다가 눈시림이 계속 있어서요~ 아누아 괜찮다고해서 드디어 구매했네요 ㅎㅎ 세럼이랑 크림 같이 구매했어요!!!~~~ 리필도 있어서 좋네요 ㅎㅎㅎ 그 전에 테스트도 해봤고 발림성도 좋아서 사자마자 바로 발랐네요 ㅎㅎ 촉촉하니 좋아요 ㅎㅎ 이 제품 잘 맞으면 꾸준히 써볼려고요 ㅎㅎ 주름도 점점 늘어서 ;;; 목에도 같이 바르려고요 ㅎㅎㅎ 좋은효과 있길 바랍니당 ㅎㅎㅎ,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
[단독기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),5,"12,007",건성,저번에 두병 썼었는데 쿼드쎄랑 합이 좋다고 하길래 재구매 해요 냄새는 살짝의 안좋은 냄새가 나긴 하지만 피부에 이상은 없었어요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
[단독기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),5,"12,007",복합성,"요 세럼은 수분감 채워주는 데에 진짜 특화된 제품이라 요즘 잘 쓰고 있어요💙 히알루론산 + 캡슐 제형이라 그런지 바르면 피부에 수분이 꽉 차는 느낌이고, 흡수되고 나면 속까지 촉촉해지는 느낌이라 건조할 때 특히 만족스러워요. 끈적임 없이 산뜻하게 마무리돼서 데일리로 부담 없이 쓰기 좋아요! 다만 제형이 거의 물처럼 엄청 묽은 편이라, 손에 덜면 얼굴에 바르기도 전에 흘러내리는 경우가 많아서 그 부분은 조금 아쉬웠어요🥲 그래서 손바닥에 빠르게 펴서 바로 바르거나, 여러 번 나눠서 쓰는 게 더 편하더라구요. 그래도 수분감 하나는 확실해서 계속 손이 가는 제품이에요! 게다가 30ml 리필까지 들어있는 기획이라 가성비도 좋아서 더 만족스러워요✨ 👉 한줄평: “흐를 정도로 묽지만, 속까지 촉촉하게 채워주는 수분 세럼💧”",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
[단독기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),5,"12,007",복합성,한달동안 잘 사용하고있어요 계속해서 재구매하고 있는 아이템입니다,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
[단독기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),5,"12,007",없음,물 제형이라 거의 토너에 가까워요. 가벼워서 여러겹 레이어링 하기 좋습니다.,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
[단독기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),1,"12,007",없음,피디알엔 함유량은 적고 .. 사용감은 끈적거려요 광고에 속아 구매한 기분 . . . 끈적이는 거 바르면 바로 트러블 올라와서 3~4번 사용하고 쳐박아뒀습니다 🙂 재구매 의사 XXX 사기 전으로 돌아간다면 사지 않을 거예요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
[단독기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),5,"12,007",건성,완전히 물처럼 흐르는 제형으로 1번만 발라줘도 건조하지 않고 흡수력이 좋아서 화장 전에 발라줘도 베이스가 밀리지 않아요! 여러 세럼을 써봤지만 보습이나 흡수력면에서 제일 마음에 들어서 다시 돌아왔습니다 같은 라인 크림이랑 같이 발랐을 때 궁합이 제일 좋았어요! 도움이 되셨다면 도움이 돼요 눌러주시면 감사하겠습니다☺️,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
[단독기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),5,"12,007",건성,히알루론산 앰플 유명해서 샀는데 촉촉하고 좋아요 수부지에 좋네요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
[단독기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),5,"12,007",없음,가성비 좋고 촉촉하고 PDRN성분으로 꾸준히 사용해볼게요!,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=2
