product_name,review_count,review_rating,skin_type,review_text,url
레티놀 동결건조 더블샷 앰플 키트,813,5,건성,레티놀 초보자분/ 연약한 피부 소유자분 들이 사용하기 좋습니다. 레티놀이 강한 성분이라고 해서 적은 용량으로 시작했는데 자극없이 사용하기 좋습니다. 몇 번 사용하지 않아 모공 변화가 있는 것은 아니지만 처음 사용해보시면 피부 정돈 된 느낌을 받을 수 있음.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N
레티놀 동결건조 더블샷 앰플 키트,813,5,,비타씨 먼저 사보고 좋아서 레티놀도 구매했어요. 확실히 모공에 적용되는 앰플이다 보니 쫀쫀한 감이 있네요. 발림성은 여전히 좋고요. 이거 쓰면서 모공기기도 같이 사용했는데 시너지 되는 느낌이에요. 1회 사용으로 드라마틱한 변화는 못 느꼈지만 꾸준히 사용하면 확실히 좋아질 것 같은 느낌이 듭니다. 5천 원의 행복!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N
레티놀 동결건조 더블샷 앰플 키트,813,5,지성,향이 없어서 이 시리즈 중에 제일 좋음!! 사실 효과가 크게 확 느껴지지는 않지만 세안 후 첫 스킨케어로 일주일정도 한통 쓰고 좀 쉬었다가 시리즈 바꿔가면서 쓰는 재미가 있음 흡수 잘 되고 가성비 좋음!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N
레티놀 동결건조 더블샷 앰플 키트,813,5,,"동결건조 앰플이 레티놀로도 나왔다니!! 너무 좋아요ㅠㅠ 판테놀이랑 같이 구매했는데 둘다 넘 좋습니다ㅎㅎ 끈적임 없이 쫀쫀하게 스며드는 느낌이랄까,, 피부 상태가 좋아졌어요~! 그리고 레티놀 성분이 혹시나 자극적이지 않을까 새로운거 쓸때는 걱정이 있는데 전혀 그렇지 않네요!! 순해요!! 양도 많아서 좋고 앞으로고 꾸준히 사용할거 같아요ㅎㅎ",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N
레티놀 동결건조 더블샷 앰플 키트,813,5,,"동결건조 타입 앰플이라 사용 직전에 섞어 쓰는 신선함이 있고, 흡수력도 좋고 끈적임 없이 부드럽게 발리는 점이 먼저 마음에 들었어요. 레티놀 입문용으로 적당한 농도로 설계돼서 매일 꾸준히 쓰기 편하고, 막 자극적인 느낌 없다는 것도 장점이에요. 바로 효과가 확실하다는 느낌보다는 쓰면 쓸수록 피부가 조금 더 매끄럽고 탄력 있는 듯한 기분이 들더라고요.",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N
레티놀 동결건조 더블샷 앰플 키트,813,5,,"유명 브랜드 비싼 앰플 부럽지 않네요. 섞어 쓰는 재미도 있고 쓰고 나면 다음 날 피부 결이 확실히 매끈해진 게 느껴져요. 레티놀 입문용으로도 딱인 것 같고, 끈적임 없이 깔끔하게 마무리돼서 데일리로 쓰기 너무 좋습니다.",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N
레티놀 동결건조 더블샷 앰플 키트,813,5,,비타씨 동결건조 제품 너무 좋아했는데 레티놀라인으로도 나왔길래 구매해봤어요! 캡슐을 앰플에 섞어서 사용하는게 넘 신기하고 피부에 효과도 좋아서 딱이에요! 여행갈때 가져가기도 편하고 앰플을 신선하게 소용량으로 사용하니까 피부 관리에도 더 좋을 것 같아요!! 탄력 리프팅에도 좋아서 부모님도 선물해드렸어영,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N
레티놀 동결건조 더블샷 앰플 키트,813,5,,"동결건조 형태 유명해서 한번 사봤는데, 안에 양도 많아서 꽤 오래 쓸 수 있는 거 같아요. 이 리뷰 보시는 분들은 처음에 뚜껑 딸 때 머뭇거리지 말고 시원하게 따세요. 그게 더 잘 따지더라구요. 레티놀 라인 좋아요",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N
레티놀 동결건조 더블샷 앰플 키트,813,5,건성,비타민C를 사용하다가 좋아서 이번에 신제품이 나오서 저도 다른 라인도 구입했습니다. 잘 사용할께요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N
미백버블핏세럼 30 g,120,5,,얼굴엔 사용 안해봤지만 손등에 발랐을때 거품뽕뽕났던곳 흡수시키니 안바른 손등하고 확실히 보습에 차이가 크네요 못느꼈던 건조함을 안바른쪽에서 느낄정도로 촉촉해요 살짝의 유분기와 찐득함이 있어서 화장하시려면 이거와 잘맞는 파데나 쿠션 쓰셔야할듯 아마 세미매트나 매트쪽이 잘 맞을듯 글로우파인데 이런 제형은 촉촉이 쿠션쓰면 나중에 꼭 때처럼 밀렸었음 나는 대참사 방지를 위해 자기전이나 집콕할때만 쓸거같음,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
미백버블핏세럼 30 g,120,5,건성,순하고 촉촉하고 트러블 없어서 듬뿍올려서 사용중입니다. 듬뿍발라줘야 거품도 많이올라와서 여러번 레이어드해서 발라주는 느낌으로 촉촉하고 좋더라구요~ 2개다써보는데 큰차이는 모르겠고 걍 둘다 좋아요~,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
미백버블핏세럼 30 g,120,5,,미백 효과에 좋다고 해서 구매했어요.! 바르면 거품처럼 올라오는데 그때 톡톡 두들겨 흡수시키면 됩니다 사용법이 어렵지 않아서 스킨케어 단계에 넣기 편해요~~ 꾸준히 써보면서 효과는 좀 더 지켜보려고 해요.!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
미백버블핏세럼 30 g,120,5,건성,이거 바르고피부 광명찾았어요 환해지는건 모르겟는데 피부가 넘넘 좋아짐ㅜㅜ,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
미백버블핏세럼 30 g,120,5,,세럼 다 써서 마침 필요했는데 새로 나왔다 해서 구매해봤어용. 뭔가 신기한데 적당히 촉촉하고 순해서 바르기 좋은 것 같아요! 뭐 특별한 변화는 딱히 못 느꼈지만 잘 사용하고 있습니다~,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
미백버블핏세럼 30 g,120,5,,"받고 다음날부터 사용했는덕...향도 좋고 보습도 좋아서 아침, 저녁으로 잘 사용하고 있습니다",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
미백버블핏세럼 30 g,120,4,지성,이거랑 비타민c 크림이랑 같이 사용하는데 효과가 아주 좋아요. 요철이랑 여드름이 많이 사라지는게 확실히 느껴져요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
미백버블핏세럼 30 g,120,5,건성,매장구매 양이 좀 적은거 같지만 계속 사면 되겠죠 5000원밖에 안하니까 여기에 돈 다써야겟다ㅠㅠ,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
미백버블핏세럼 30 g,120,5,중성,매장구매 미백을 기대하며 주문했어요. 플라시보인건지 쓸땐 밝은 느낌 나는 것 같기도하고. 효과는 아리송합니다.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
미백버블핏세럼 30 g,120,5,민감성,"색소침착,잡티에 좋다고해서 구매했어요.",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N
탄력버블핏세럼 30 g,66,5,건성,돌려서 토출부 올리고 사용하는 독특한용기 화장품이에요 뭔가 고급지고 다이소에서 이가격에 팔아도 되나싶은 화장품 얼굴에 올리면 몇초후에 톡톡 거리는 느낌과 함께 거품이 올라와요 롤링하면 더 쫜득해지고 부드러워지는 느낌 독특해서 자꾸 문지르게 되네요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
탄력버블핏세럼 30 g,66,4,,새로운거 사보고 싶어 구매 써보니 그럴싸해요 저령해도 자기할 일 잘하면 칭찬받아 마땅 순간 촉촉해요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
탄력버블핏세럼 30 g,66,5,건성,톡톡터지는느낌이피부속스며들어가는것같고촉촉함이좋아요~~^^,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
탄력버블핏세럼 30 g,66,4,,버블은 처음인데 바를때마다 신기하고 재밌고 두통 샀는데 양이 적지는 않아서 잘 쓰고있습니다.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
탄력버블핏세럼 30 g,66,5,중성,매장구매 좋아요 가격 대비 좋아요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
탄력버블핏세럼 30 g,66,5,,다이소 쇼핑 너무 즐거워요~~ 저렴한 가격에 득템해서 좋습니다 최고!!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
탄력버블핏세럼 30 g,66,5,,버블 세럼 갖고 싶었는데 다이소에서 구매할수있다는 점이 좋네요 마음에 들어요!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
탄력버블핏세럼 30 g,66,5,건성,촉촉하긴한데 좀 번들거림이 있어요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
탄력버블핏세럼 30 g,66,4,,이건 버블이 아니네요. 버블핏 토너가 좋아 구매해 봤는데 그냥 보통 세럼임. 발림성이나 촉촉함은 좋음.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
탄력버블핏세럼 30 g,66,5,,"별 기대없이 샀다가 너무 좋아서, 두통째 쓰고 있어요! 가성비 좋아요!굿",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,5,,출시하고 바로 구매해서 사용해봤는데 일단 첫느낌은 좋아요-! 민감성에 악건성이라 사실 기초제품 고르는데 신중한 편인데 제품 바르고 나서 얼굴에 뭐가 나거나 하지 않아서 굳입니당☺️ AHC는 워낙 제품이 좋으니까 믿고 샀는데 저녁에 세럼 바르고 크림까지 바르고 자니까 다음날 아침에 얼굴에 윤기랑 광이나요오🎶 지금 또 겨울이라 진짜 초초촟ㅊ초초 건조한데 촉촉하고 순해서 뭔가 재구매할 것 같습니당💕 인기 많아지기 전에 몇개 쟁여놓을거에요오 이 좋은 제품을 5천원에 살 수 있어서 넘 좋습니당(＊’͜’ )ʕ𐭩,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,5,중성,다이소의 가성비 좋은 제품 덕에 해외출장때 외국 동료들 선물로 주문했습니다. 품절될까봐 다음 번 출장을 위해 미리 주문해 둡니다.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,4,,세럼 구경하다가 한번주문해봤어여 히비스커스~?추출물이들었다고해서 항산화에 좋다고해서 한번구매해봤는데 펌핑해서쓰니까 빨간 세럼이 나오네요 ~?피색같아요 ㅋㅋㅋ 발라본결과 촉촉하니 좋아요 아 ...약간에자극이있는거같아요 완젼 순하지는않고 보습력은 좋아요 싼가격에 한번경험상써보는것도좋아요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,5,건성,크림이랑 같이 쓰기 좋습니다 단독으로 사용하기엔 좀 가벼운 느낌,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,5,,리틀샷 올리브영 용기랑 똑같이 되어있어요. 세럼은 핑크빛이 감돌고 있고 발랐을때 부드러운 느낌 나서 좋았습니다. 😄😄 저는 지성피부라 발라보니 넘 좋았고요 단종 안했음 바램입니다. 부자되세요.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,5,건성,지난번에 구매하고 넘 좋아서 이번에도 구매햇어요~!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,5,건성,잘받았습니다 좋아요~!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,5,중성,제 피부에 잘 맞아요. 아침 저녁으로 바르는데 피부가 점점 좋아지고 있어요. 더 주문해야겠어요.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,5,지성,💕착한가격 감사합니다:),https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
에이지리뉴 세럼 타이트닝 25 ml,186,5,,사용해보니 좋아서 재구매했어요 촉촉해지고 윤광도 있어서 겨울에 화잘먹으로 짱임 지성이 사용하기에도 좋았어요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N
바다포도 모공세럼 30 ml,587,5,중성,이제 한번 써봤지만 모공이 줄어드는 드라마틱한건 모르겠지만 세럼이라 바르면 촉촉하게 빨리 스며들고 끈적임 없고 발림성 좋아요.딸아이도 써보고 좋다고 하네요. 향도 은은하고 풀냄새가 난다고 해야하나 세럼색도 연두색으로 너무 이뻐요.2통 샀으니 계속 써보고 또 주문 할게요^^,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
바다포도 모공세럼 30 ml,587,5,건성,"새럼앰플 있음 좋을거 같아서 샀어요 생각보다 끈적이지않아서 좋고, 조금 더 묵직하게 바르도 싶으면 다른 크림이랑 같이 섞발해도 좋더라규요 건성이 써도 좋을템! 한개도 안끈적이고 오히려 약간 묽은 토너 느낌이에요!",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
바다포도 모공세럼 30 ml,587,5,건성,마미케어 바다포도 제품들이 좋다고 해서 구매했었는데 사이즈가 좀 작아서 아쉽지만 가격대가 저렴해서 자주 사용하기 좋을 거 같아요 사이즈가 작아서 여행용으로 들고 다니기에도 좋고 자극 없이 보습력이 좋아서 한동안은 계속 사용할 거 같아요 온라인 말고 오프라인 매장에도 많이 있었으면 좋겠어요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
바다포도 모공세럼 30 ml,587,5,건성,이거 젛아요 온라임으로 계속주믄해써온 모공세럼입니다. 딸은 마미케어가 최고 좋다네요 이걸써서 딸이 모공없이 피부가 좋니봐요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
바다포도 모공세럼 30 ml,587,5,민감성,같은라인에 바다포도미스트가 효과가있어서 구매했어요!! 너무좋고 진짜 모공템으로 피부가 매끈해져요!! 효과가있는게 신기하고 진짜좋아요!!👍👍,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
바다포도 모공세럼 30 ml,587,5,중성,제형이 되게 묽었음 약간 토너처럼 물같은 느낌이라고해야하나 자극은 없는 것 같고 향은 강하지않음 약간 제초할때나는 풀냄새같은느낌?,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
바다포도 모공세럼 30 ml,587,5,중성,기온이 올라가니 모공이 두드러져서 바다 포도가 모공에 좋다고해서 구매했어요. 꾸준히 써보려구요.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
바다포도 모공세럼 30 ml,587,5,지성,향은 거의 무향이고 끈적임 없어서 막 바르기 좋아요! 엄청 효과가 좋다기 보다는 압출 후에 진정팩 얹기 전 듬뿍 바르고 팩 하면 빠르게 진정되는 것 같아요~,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
바다포도 모공세럼 30 ml,587,4,,모공앰플 써보고 다이소에 바다포도 나와서 사봤는데 모공앰플보다 더 묽어요 !! 하지만 오히려 저는 바르고 난 후 바로 흡수가 되는 것 같아서 끈적함이 안 남는게 더 좋은 것 같아요 !!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
바다포도 모공세럼 30 ml,587,4,건성,아직 사용한지 얼마안되서 효과는 모르겠으나 끈적임 없이 흡수되고 워낙 입소문 난제품이니 꾸준히 써볼게용,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,5,,"세럼 개봉 전 이라 흡수력은 잘 모르겠고, 용기 디자인과 성분이 착해서 구매했어요 올영은 2만원대로 기억하는데 다이소는 5천원이라 가성비가 좋네요 올영 성분에디터 제품과 용량 차이가 10ml인 이유가 있겠지만 그래도 싼 맛에 다이소 이용하는 편이 좋을 듯 해요 ㅋ",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,4,건성,3통째인데 아직 잡티에 큰 효과를 보진않았어요 더 쓰면 효과있을꺼라 생각하고 한번 더 써봅니다,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,5,중성,향이 강하면 좀 그럴것 같네요 보습력 있으면 좋겟구요 자극이 없이 순하면 더 좋을것 같구요 꾸준히 사용해보려고요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,5,중성,성분에디터 애플필 마스크팩 잘 썼어서 구매하게 되었어요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,5,,알갱이 들어있는 것도 되게 신기한데 엄청 순하고 금방 흡수 되요!! 다만 엄청 속이 촉촉해지눈 느낌은 별로 들지 않고 미백도 더 써 봐야 알 것 같아요! 제품이 순하고 흡수 뒤 번들거림도 거의 없어서 화장할 때 베이스 잘 먹어요!!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,4,중성,무난하게 촉촉해요 큰효과는 모르겠지만 가격이 좋으니 넉넉히 쓰기좋아요ㅎ향도 무난히좋습니다,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,5,건성,매장구매 아직까지는 사용감이 좋아요 역시나 다이소 믿고 사용합니다.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,5,,요즘 다이소 화장품에 푹빠져있어 신상도 알림설정해놓고 구매합니다~사용하고 리뷰 다시 올께요♡,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,5,,일단 제피부에 찰떡인것같고요 이제 4일정도 된것같은데 너무 좋네요 주로 아침저녁으로 바르고잇어요 바쁜 일상에 바르기에 너무 좋아요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,71,5,중성,브라이트닝 파우더랑 사용하니 좋아요.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,5,지성,감사합니다 잘 사용할게요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,5,지성,보습에 좋진 않지만 화이트닝에 도움이 되는 듯해서 재구매 의사 있어요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,5,,"이부자리에 유분 묻는거 방지하기 좋습니다! 건성분들은 좀 건조할 수 있는데, 부분적으로 파우더 처리해주듯이 사용하고 자면 좋아요!",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,5,,앰플이랑 같이 바르고 자면 다음날 하루종일 번들거림을 잡아줘요!! 과하게 매트해지지 않아서 자연스러운 보송함이 오래 유지되는 점이 좋았어요 :) 민감한 피부도 무난하게 사용할 수 있을 것 같아요~ 전체적으로 가볍고 깔끔한 파우더라서 재구매 의사 있어요!,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,5,,빠워지성이라 건조한 겨울철에도 스킨케어하면 얼굴이 답답한데요!! 크림에 섞어 바르면 기가막히게 피부에 편하게 흡수되면서 코팅시켜 주는 느낌이에요! 안색이 맑아지는건 솔직히 아주 오래 써봐야 알것같지만 다른용도로 아주 맘에 든 제품이라 계속 재구매 할 예정입니당 ><,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,4,,실은 기름을 잘잡아주는 탈크파우더에 미량의 미백기능만 살짝 추가한 훼이크 제품. 하지만 저는 수부지니까 잘 쓰고있습니다. 할렐루야. 확실히 개기름이 덜 나요.,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,4,건성,상품 설명과 똑같아요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,5,건성,상품 설명과 똑같아요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,4,건성,상품 설명과 똑같아요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
머루포도 비타씨 브라이트닝 파우더 5 g,68,5,,사용하기 편리하고 좋아요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,5,,이즈앤트리꺼 써보고 싶었느데 오처넌이라 샀다. 일단 같은 라인 크림보다 이게 마무리감이 더 오일리하고 무거운 느낌이다. 마무리감 오일리하고 약간 끈적이는거 싫어하는 사람은 사지마라 지성분들 효과는 써보면 알것 같가 이즈앤트리면 효과는 있겠지 흡수는 댕 빠르다 근데 화장 전에 이거 쓰면 화장 다 밀릴 듯 나이트케이어만 쓰자,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,5,,진정앰플인데 흡수는 또 잘되어서 여름에 단독으로 나머지 계절은 피부타입에 따라 보습을 따로 하셔야 할 것 같습니다. 이즈앤트리 히알루론 앰플과 비슷한 느낌! 같은 브랜드라 느낌이 비슷한 듯 해요 :),https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,5,민감성,매장구매 평소 얼굴 피부타입이 건성인데 환절기가 되니 피부 장벽이 불균형해서 그런지 얼굴이 붉은기가 있고 가려운 증상도 있어서 일상생활에서 자주쓰는 제미나이에 피부 상태에 좋은 화장품을 물어보니 다이소에서 판매하는 이즈앤트리 어니언블레미쉬 수딩앰플이 양파성분이 붉은기를 잡아준다해서 제품을 사용해보니 피부 개선효과가 있어 꾸준히 사용하는 제품으로 저같은 증상이 있다면 추천드리는 제품입니다~,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,5,,"오프라인에서 사고 재구매입니다 올영 이즈앤트리 라인 궁금했는데 다이소 나와서 사봤어요 이거랑 이 라인 크림 같이 화장전에 쓰면 겨울인데도 건조함, 땡김 없이 화장이 잘먹어요... 화장 밀리는 것도 없고 촉촉하고 순한 제품이여서 너무 만족합니당",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,5,건성,적양파는 어떨지 궁금해서 사봤습니다. 촉촉하고 흡수도 잘 되는 듯해요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,5,지성,순하고 피부에 자극적이지 않아서 좋아요! 민감성이고 지성인 피부에도 잘맞아요 :),https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,5,건성,꾸준히 구매하고있어요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,5,,"크기가 크진 않지만, 워터리한데 수딩젤 느낌 한 스푼 추가한 듯한 제형이에요. 피부에 금방 흡수되고 끈적임 없어서 좋아요!",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,4,민감성,효과를 딱히 모르겠습니다 저만 그런 걸지도 모르겠지만 그냥 물같고 흡수도 빨리 안돼요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
어니언블레미쉬 수딩앰플 50 ml,114,5,지성,매장구매 올리브영에서 사서 사용해 본 적이 있었는데 가격이 2만 원 대 하잖이요 그런데 다이소에서 나왔다고 하니 사서 사용하고 있어요 제가 여드름도 좀 나는 편이고 흔적도 남는 편인데 사용하면 사용할수록 좋아지고 있어요,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N
노스카나인 퍼스트스텝 흔적앰플 30 ml,2002,5,중성,"이거 진짜 좋아요ㅠㅠ여드름 관리하는 피부라서 얼굴에 여드름 자국이나 옅은 흉터들이 자잘하게 많은데, 이거 2주정도 밤에 세수하고 꾸준히 발라주니까 많이 옅어졌어요! 일단 끈적거리고 손에 찝찝하게 느껴지는 기분 나쁜 제형이 아니라서 좋아요. 되게 묽고 촉촉하고, 하나도 안끈적거려요! 발림성도 되게 부드럽고 시원하고 촉촉해요. 일단 이걸 발라서 얼굴에 뭐가 안난다는 점에서 최고에요. 계속 재구매해서 쓸 생각이에요! 완전 추천해요",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1071642&recmYn=N
