date,platform,ranking_type,rank,volume_ml,product_name,brand,regular_price,discount,sales_price,rating,review_count,url,ingredients,ing_source,crawled_at
260430,daiso,신상품순,11,,본셉 디판테놀 동결건조 더블샷 앰플 키트,본셉,"5,000",,"5,000",4.9,603,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072416&recmYn=N,"Al] 만니톨, 하이드록시프로필메틸셀룰로오스, Aagspolt ze 네이트, 판테놀(3%), 인도멀구슬나무잎추출물, 인도멀구슬나무 BESS 아이비고드열매추출물, 가지열매추출물, 알로에베라잎 추출물, 홀리바질잎추출물, 울금뿌리추출물, 참산호말추출물 [2제] 정제수, 다이프로필렌글라이콜, 부틸렌글라이콜, 글리세린, 1,2- S, 나이아신아마이드, 트레할로오스, 메도우폼씨오 일, 덱스판테놀(3,00000ㅁ07), 폴리글리세릴-10스테아레이트, 폴 리글리세릴-10올리에이트, 아크릴레이트/-10-30알킬아크릴레 이트크로스폴리머, 트로메타민, oaAlSel 2, 하이드록시에 틸아크릴레이트/소듬아크릴로일다이메틸타우레이트코폴리머, 암 모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아데노신, 향료, 카프릴릭/카프릭트라이글리세라이드, 폴리글리세릴-3메틸 글루코오스다이스테아레이트, 잔탄검, 다이소듬이디티에이, 메틸 메타크릴레이트크로스폴리머, 엑토인, 레티놀, 하이드로제네이티 드레시틴, 메틸글루코오스세스퀴스테아레이트, 콜레스테롤, 솔비 탄아이소스테아레이트, 세테아릴글루코사이드, 비에이치티, 토코 페릴아세테이트, 녹두씨추출물, 비에이치에이, 로즈마리잎오일, 귀리가루추출물, 토코페롤",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,12,,본셉 레티놀 동결건조 더블샷 앰플 키트,본셉,"5,000",,"5,000",4.8,813,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072417&recmYn=N,"[1제] 하이드롤라이즈드콜라겐, 만니톨, 셀룰로오스검, 스쿠알란, 소듬하이알루로네이트, 돌콩오일, 레티놀(/0) [2제] 정제수, 부틸렌글라이콜, 12-헤산다이올, 글리세린, 나이 아신아마이드, 트레할로오스, 덱스판테놀, 카보머, C12-14Sec- 알케스-12, 트로메타민, 알란토인, 스쿠알란, 카프릴릭/카프릭트 라이글리세라이드, 토코페롤, 잔탄검, 에틸핵실글리세린, 메틸메 타크릴레이트크로스폴리머, SEAM , CO ASOlCIE 에이, 하이드로제네이티드레시틴, 레티놀(/9), 바쿠치올, 아데노신, ASSOALSYOlE 콜레스테롤, 향료, 토코페릴아 세테이트, 비에이치티, 녹두씨추출물, 비에이치에이, 세라마이드 엔피, 병풀추출물, 귀리가루추출물",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,13,,큐어레스트 미백버블핏세럼 30 g,큐어레스트,"5,000",,"5,000",4.7,120,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074272&recmYn=N,"정제수, 메틸퍼플루오로아이소부틸에터, 부틸렌글라이콜, 글리세린, 하이드로제네이티드폴리아이소부텐, 카프릴릭/카프릭 트라이글리세라이드, 나이아신아마이드, 아이소노닐아이소노나노에이트, 세테아릴알코올, 부틸렌글라이콜다이카프릴레이트 /다이카프레이트, , 1,2-AAtcpo S, 피이지-100스테아레이트, 글리세릴스테아레이트, 소듬코코일글루타 메이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 알지닌, 아크릴레이트/ 10-30알킬아크릴레이트크로스폴리머, BAA Se] ME, 비타민나무열매추출물, 비타민나무열매오일, 아데노신, 프로판다이올, 라임전초오일, , 비파나무잎추출물, 당아욱꽃/잎/줄기추출물, 레이디스맨틀추출물, 레몬밤잎추출물, 페퍼민트잎추출물, 서양톱풀추출물, 스피드웰꽃/잎/줄기추출물, 약모밀추줄물, 황산앵초추출물, 스피어민트추출물, 빌포스페이트, 글루타티온, 시트릭애씨드, 티아민에이치씨엘, 리보플라빈, 피리독신, 폴릭애씨드, 사이아노코발아민, 바이오틴, 아스코빅애씨드, 시트랄, 2] ul Water, Methyl Perfluoroisobuty Ether, Butylene Glycol, Glycerin, Hydrogenated Polyisobutene, Caprylic/Capric Triglyceride, Niacinamide, Ilsononyl lsononanoate, Cetearyl Alcohol, Butylene Glycol Dicaprylate/Dicaprate, Decyl Glucoside, 1,2-Hexanediol, Peg-100 Stearate, Glyceryl Stearate, Sodium Cocoyl Glutamate, Ammonium Acryloylidimethyltaurate/Vp Copolymer, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Hippophae Rhamnoides Fruit Extract, Citrus Limon (Lemon) Peel Oil, Hippophae Rhamnoides Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Adenosine, Propanediol, Citrus Aurantifolia (Lime) Oil, Morus Alba Fruit Extract, Eriobotrya Japonica Leaf Extract, Malva Sylvestris (Mallow) Flower/Leaf/Stem Extract, Alchemilla Vulgaris Extract, Melissa Officinalis Leaf Extract, Mentha Piperita (Peppermint) Leaf Extract, Achillea Millefolium Extract, Veronica Officinalis Flower/Leaf/Stem Extract, Houttuynia Cordata Extract, Primula Veris Extract, Mentha Viridis (Spearmint) Extract, Sodium Ascorbyl Phosphate, Glutathione, Citric Acid, Thiamine HCI, Riboflavin, Pyridoxine, Folic Acid, Cyanocobalamin, Biotin, Ascorbic Acid, Citral, Limonene x 그",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,14,,큐어레스트 탄력버블핏세럼 30 g,큐어레스트,"5,000",,"5,000",4.6,66,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1074271&recmYn=N,"정제수, 메틸퍼플루오로아이소부틸에터, 부틸렌글라이콜, 글리세린, 하이드로제네이티드폴리아이소부텐, 아이소노닐아이 소노나노에이트, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 세테아릴알코올, 부틸렌글라이콜다이카프릴레이트/ 다이카프레이트, 데실글루코사이드, 2-핵산다이올, 피이지-100스테아레이트, 글리세릴스테아레이트, 소늄코코일글루타메이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 알지닌, 아크릴레이트/ 10-30알킬아크릴레이트크로스폴리머, OBA Se ME, 약모밀추출물, 아데노신, 라벤더오일, 센티드제라늄꽃오일, 다이프로필렌글라이콜, 카카오추출물, 덱스트린, 베르가모트오일, 당느릅나무뿌리추출물, 침뿌리추출물, 대왕소나무잎추출물, 달맞이꽃꽂추출물, 메도우스위트추출물, 폴리글리세릴-10라우레이트, 콜라겐, 카프릴릴글라이콜, 수용성프로테오글리칸, SAto/BeE o S-1, BO S-4, FH Eeto BE O S-1, OMe S-8, BO] ESSA BE o S-1, alAPHEO S-9, 알라닌/히스티딘/라이신폴리 PEPO O A MIS, OF M S-5, OM SE C-2 지모뿌리추출물, 토코페롤, 시트로넬올, 제라니올, eI Gl 리날룰 Water, Methy Perfluoroisobuty Ether, Butylene Glycol, Glycerin, Hydrogenated Polyisobutene, Isononyl lsononanoate, Caprylic/Capric Triglyceride, Niacinamide, Cetearyl Alcohol, Butylene Glycol Dicaprylate/Dicaprate, Decyl Glucoside, 1,2-Hexanediol, Peg-100 Stearate, Glyceryl Stearate, Sodium Cocoy Glutamate, Ammonium Acryloylidimethyltaurate/Vp Copolymer, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Houttuynia Cordata Extract, Adenosine, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Dipropylene Glycol, Theobroma Cacao (Cocoa) Extract, Dextrin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Ulmus Davidiana Root Extract, Pueraria Lobata Root Extract, Pinus Palustris Leaf Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Spiraea Ulmaria Extract, Polyglyceryl-10 Laurate, Collagen, Caprylyl Glycol, Soluble Proteoglycan, Tripeptide-1, Palmitoyl Pentapeptide-4, Copper Tripeptide-1, Acetyl Hexapeptide-8, Palmitoyl Tripeptide-1, Hexapeptide-9, Alanine/Histidine/Lysine Polypeptide Copper Hcl, Acetyl Tetrapeptide-5, Acetyl Tetrapeptide-2, Anemarrhena Asphodeloides Root Extract, Tocopherol, Citronellol, Geraniol, Limonene, Linalool",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,15,25,AHC 에이지리뉴 세럼 타이트닝 25 ml,AHC,"5,000",,"5,000",4.8,186,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1073253&recmYn=N,"정제수, 글리세린, 프로판다이올, 1,2-HAtCfo S, 나이아신아마이드, 판테놀, 라피노오스, 다이메티콘, 스쿠알란, 하이드로제네이티드폴리 아이소부텐, 아크릴레이트/ 10-30알킬아크릴레이트크로스폴리머, 부틸렌글라이콜, 에탄올, 트로메타민, 메틸프로판다이올, 하이드로제 네이티드레시틴, 아르간커넬오일, 아이소노닐아이소노나노에이트, 폴리글리세릴-10스테아레이트, 소듬하이알루로네이트, 세테아릴알 코올, 스테아릭애씨드, 시어버터, 폴리글리세릴-2다이폴리하이드록 시스테아레이트, 에틸렉실글리세린, 폴리쿼터늄-51, 병풀추출물, OF 데노신, 다이소듬이디티에이, 실버위드추출물, 쇠비름추출물, 사이아 LAOS, 귀리커넬추출물, 아티초크잎추출물, 올리브오일, 베타- 글루칸, 이눌린라우릴카바메이트, 녹차수, 로즈마리잎추출물, 마트리 카리아꽃추출물, 알란토인, 3-ㅇ-에틸아스코빅애씨드, 락토코쿠스발 효용해물, 다이소듬스테아로일글루타메이트, 프룩토올리고사카라이 드, 향부자추출물, 히비스커스꽃추출물, 일랑일랑꽃오일, 필리핀오렌 베르가모트오일, 클레리오일, 센티드제라늄꽂오일, 토코 페롤, 스타아니스열매/씨오일, 캐모마일꽃오일, ASZHefo/ 장미 꽃오일, 커먼자스민오일, 수크로오스다이스테아레이트, 카프릴릭/카 프릭트라이글리세라이드, 하이드록시프로필사이클로덱스트린 기능성 화장품 미백, 주름개선 이중기능성 화장품",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,16,30,마미케어 바다포도 모공세럼 30 ml,마미케어,"5,000",,"5,000",4.8,587,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075033&recmYn=N,"정제수, 글리세린, 프로판다이올, 나이아신아마이드, 다이프 SwalSe 0os, 1,2-HAtchol S, 글리세릴글루코사이드 ㅇ 12-14알케스-12, 부틸렌글라이콜, 알지닌, 카보머, 트레할로 오스, 에틸혁실글리세린, 카프릴릴글라이콜, 아데노신, oka 늄아크릴로일다이메틸타우레이트/브이피코폴리머, 인도멀 구슬나무잎추출물, 인도멀구슬나무꽂추줄물, 바다포도추줄 물(), 잔탄검, 울금뿌리추출물, 청각추출물, 글루코 오스, 홀리바질잎추출물, 소늄하이알루로네이트, 센티드제라 늄꽃오일, 판테놀, 글루코노락톤, 다마스크장미꽂수, 참산호 PASS, 폴리글리세릴-10올리에이트, 하이드로제네이티 드레시틴, 살리실릭애씨드, SCL , 크랜베리 추출물, 페퍼민트잎추출물, 레몬추출물, 탄제린추출물, 달맞 이꽃꽂추출물, 로우스위트블루베리추출물, 당느릅나무뿌리 추출물, 대왕소나무잎추출물, 침뿌리추출물, 병풀추출물, St 이드롤라이즈드콜라겐, 티트리잎추출물, 프로폴리스주출물, 자몽추출물, 베타-글루칸, 하이드록시프로필트라이모늄하이 알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 폴리 글리세릴-10라우레이트, 소륨아세틸레이티드하이알루로네 이트, S-4 BoO ESEeO MEO S-1, O S-9 마데카식애씨드, 마데카소사이드, 아시아 틱애씨드, 아시아티코사이드, E-8 트라 O HIE O S-1, -O HE-O -1",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,17,30,[세븐틴 버논 PICK] 성분에디터 머루포도 비타씨 다크스팟 세럼플레인 30 ml,[세븐틴,"3,000",,"3,000",4.6,71,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075028&recmYn=N,"포도수(705,600 ppm), 정제수, 프로판다이올, 아이소펜틸다이올, 다이프로 필렌글라이콜, LfO OfAlofopol , 1,2-sAtcho s, 부틸렌글라이콜, 다이메 틸설폰, 하이드록시아세토페논, 하이드록시에틸우레아, 카프릴릭/카프릭트 라이글리세라이드, 아크릴레이트/ㅇ10-30알킬아크릴레이트크로스폴리머, 글리세린, 소륨폴리아크릴로일다이메틸타우레이트, 트로메타민, 판테놀, 베 타인, 다이포타슴글리시리제이트, 알란토인, 아데노신, 펜틸렌글라이콜, 덱스 트린, 치자추출물, 아가, 한련초추출물, 알진, 석류나무추출물, 젤란검, 인도멀 구슬나무잎추출물, , 나비콩꽃추출물, 아이리쉬모스가루, 인도멀구슬나무꽃추출물, BAMA S2 21, 머루추출물5,/000 ppb), 아이 비고드열매추출물, 드럼스틱씨오일, 가지열매추출물, 호호바씨오일, 홀리바 질잎추출물, 울금뿌리추출물, 참산호말추출물, 다이메틸실란올하이알루로네 이트, 하이드롤라이즈드소듬하이알루로네이트, 하이드롤라이즈드하이알루 로닉애씨드, 3-0-에틸아스코빅애씨드(12.5 ppb), ASSO SFSu OlE, 하이알루로닉애씨드, 포타슴하이알루로네이트, 하이드록시프로필트라이모 늄하이알루로네이트, 소듬하이알루로네이트크로스폴리머, 소륨하이알루로 네이트다이메틸실란올, 소듬아세틸레이티드하이알루로네이트 기능성 화장품 경우 주름개선ㆍ미백 이중 기능성",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,18,,성분에디터 머루포도 비타씨 브라이트닝 파우더 5 g,성분에디터,"3,000",,"3,000",4.7,68,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1075030&recmYn=N,"정제수, 부틸렌글라이콜, 덱스트린, 머루추출물, 1,2-aAtc o S 기능성화장품경우 해당 없음",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,19,50,이즈앤트리 어니언블레미쉬 수딩앰플 50 ml,이즈앤트리,"5,000",,"5,000",4.8,114,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1072517&recmYn=N,"토코페롤, 페룰릭애씨드, 카프릴로일살리실릭애씨드, 살리실릭애씨드, 양파추 출물(100 ppm), 구아이아줄렌, 쿼세틴, 에틸헤실글리세린, 폴리글리세릴-10 라우레이트, 잔탄검, 다이소듬이디티에이, 인도멀구슬나무잎추출물, 인도멀구 슬나무꽃추출물, 아이비고드열매추줄물, 가지열매추줄물, 사이아노코발아민, 하이드로제네이티드레시틴, 홀리바질잎추출물, 폴리글리세릴-10스테아레이트, 울금뿌리추출물, , 1,2-ANCO S, 하이드록시아세토페논, 카 BO, 알지닌, 데실글루코사이드, 카프릴릭/카프릭트라이글리세라이드, 알지닌/ efo aiSe Wefo",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,20,30,파티온 노스카나인 퍼스트스텝 흔적앰플 30 ml,파티온,"5,000",,"5,000",4.8,"2,005",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1071642&recmYn=N,"오키무라큰실말추출물 판테놀 소늄하이알루로네이트, 포타슴하이알루로네이트, 페룰릭애씨드, 글루타티온, 하이드록시프로필트라이모늄하이알루로네이트, 소늄하이알루로네이트크로스폴리머, 커피콩추출물, 소늄아세틸레이티드 하이알루로네이트, 베르가모트잎추출물, 판토테닉애씨드, 소나무잎추출물, 알란토인, 징크피씨에이",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,21,30,클리덤 리포좀 비타민C 잡티광앰플 30 ml,클리덤,"5,000",,"5,000",4.8,"1,113",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1068720&recmYn=N,"에틸헤실글리세린, 아데노신 , 카프릴릴/카프림글루코사이드, 솔비탄올리에이트, 하이드로제네이티드레시틴, 폴리글리세릴-10리우레이트, 콜레스테롤 사이아노코발아민, 아스코빅애씨드(.), 토코페롬 황금추출물 하수오뿌리추출물 ACH MOAR] 진흙버섯추출묻 작약뿌리추출물, 스페인감초뿌리추출물 소늄하이일루로네이트, 라케모사승마뿌리추출물 고삼뿌리추출물, 검은깨추출물, 하이드록시프로필트라이모늄하이알루로네이트,나이아신아마이드 글루타티온, 하이드롤라이즈드하이알루로닉애씨드,소늄아세틸레이티드하이알루로네이트, 하이알루로닉애씨드,하이드롤라이즈드소듬하이알루로네이트, 소늄하이알루로네이트크로스폴리머, 포타솜하이알루로네이트 OalixpyzAosl SAAC ASAACe 라벤더오일, ajauil ats loot*ono Homes fas wat 내 부스 AT ad [- 효능성분 에칠아스코빌에텔(3-ㅇ -에틸아스코빅애씨드), 아데노신 1. 화장품",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,22,15,클리덤 리포좀 비타민C 기미볼세럼 15 ml,클리덤,"5,000",,"5,000",4.8,501,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1068722&recmYn=N,,OCR_EMPTY,2026-04-30 11:47:05
260430,daiso,신상품순,23,30,메디필 멜라논엑스 기미앰플 30 ml,메디필,"5,000",,"5,000",4.7,786,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1068857&recmYn=N,"정제수, 판테놀, 아이소펜틸다이올, 프로판다이올, 글리세린, 에톡시다이글라이콜, 나이아신아마이드, 메도우폼씨오일, 메틸글루세스-20, 카프릴릭/카프릭트라이 글리세라이드, 비타민나무열매추출물, 다이프로필렌글라이콜, 시어버터, 하이드록시아세토페논, 트라넥사믹애씨드, 잔탄검, 부틸렌글라이콜, 카프릴릴 글라이콜, 카보머, 트로메타민, 폴리글리세릴-10라우레이트, 하이드로제네이티 드레시틴, 토코페릴아세테이트, 황련뿌리추출물, 토코페롤, 세테아릴올리베이트, 아크릴레이트/210-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일 다이메틸타우레이트/브이피코폴리머, 다이소듬이디티에이, 폴리솔베이트60, 솔비탄올리베이트, 아데노신, 해바라기씨오일, 바오밥나무씨오일, 12- S, 카프릴릴메티콘, 다이메티콘, 하이드로제네이티드폴리데센, EcpOoartrel 세라마이드엔피, 벤질글라이콜, 세틸팔미테이트, 솔비탄팔미테이트, 하이드롤라이즈드글라이코사미노글리칸, 2Sop stee 네이트, 레틴알, 다이포타슴글리시리제이트, 글루타티온, 소늄하이알루로 네이트크로스폴리머, 레티닐팔미테이트, 하이드롤라이즈드하이알루로닉애씨드, 세라마이드에이에스, Alepopo SalojA ojala Sse Aj2 땅콩오일, 사이아노코발아민, 세라마이드에이피, 세라마이드이오피, 하이드록시프로 필트라이모늄하이알루로네이트, 아스코빅애씨드, 하이드롤라이즈드해면, 하이알루로닉애씨드, 소늄아세틸레이티드하이알루로네이트, 향료, 리모덴, 핵실신남알, 벤질살리실레이트, 리날룰 기능성 화장품 미백ㆍ주름개선 2중 기능성 화장품 식품의약품 안전처 심사필 여부",OCR,2026-04-30 11:47:05
260430,daiso,신상품순,24,2,[탄력광채]VT PDRN 광채에센스 2 ml 6개입,[탄력광채]VT,"5,000",,"5,000",4.8,"1,281",https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=1067496&recmYn=N,"정제수, 아이소프로필미리스테이트 , 카프릴릭/카프릭트라이글리세라이드, 세틸에틸핵사노에이트, 글리세린, 프로판다이올, 나이아신아마이드, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 피이지-30다이폴리하이드록시스테아레이트, He S2 M/A-3CpO Opo AAG opHO E, 1,2-HAtcto s , SAMS, 하이드록시아세토페논 , 해바라기씨오일, 아크릴레이트/210-30알킬아크릴레이트크로스폴리머, 알지닌, 아데노신, 세라마이드엔피, 바오밥나무씨오일, 다이소듬이디티에이, 하이드로제네이티드레시틴, 알란토인, 스쿠알란, 판테놀, 부틸렌글라이콜, 폴리글루쿠로닉애씨드, 세라마이드에이에스, 세다바이드엔에스, 세다바이드에이피, 세다바이드이오피, 산양삼추출물, 하이드롤라이즈드콜라겐, 하이드롤라이즈드엘라스틴, 소듬디엔에이(), 소듬하이알루로네이트, 향료",OCR,2026-04-30 11:47:05
