date,platform,sort_type,rank,main_ingredients,product_name,review_count,review_rating,skin_type,review_text,url
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,건성/쿨톤/잡티/주름,​쥬베룩 에센스 처음 써보는데 물처럼 가볍게 슥 스며들어서 세안하고 첫 단계에 바르기 진짜 편해요!! 요즘 피부 결이 거칠어서 고민이었는데 이거 바르면 수분이 바로 채워지면서 피부가 매끈해지는 느낌이라 아침저녁으로 계속 손이 가더라고요~~! 자극도 없고 순해서 피부 컨디션 안 좋을 때 막 발라도 부담 없어서 너무 좋아서 꾸준히 써보려구요!,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,트러블성/봄웜톤/주름/트러블,"쥬베룩이 엄청 유명하자나요. 이번에 화장품으로도 나왔길래 너무 관심있어서 구입했답니다. 제가 구입한건 쥬베룩 PDLLA 리파이닝 퍼스트에센스로 피부 리부팅에 좋은 성분이 들어가 있다고해요. 직접 써보니 맑은 스킨~콧물제형의 중간정도로 발림성도 좋고 퍼스트에센스로 쓰기 좋더라구요. 좋은건 많이 흡수해주면 좋을것같아, 세안후 첫번째 에센스로 써주고 있고, 건조할땐 레이어링해주듯 한번더 손의 체온으로 발라주니 피부가 정돈되는 느낌이예요. 스킨팩으로 써도 좋대서 꾸준히 사용하려구요.",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,복합성/가을웜톤/미백/주름,"쥬베룩에서 출시한 화장품이라고해서 많이 기대한 1인 입니다! 출시한 제품 라인업중에서 스킨케어 첫단계가 중요하고 퍼스트에센스는 닦토,일반스킨과는 또 달라서 구매해봤는데요. 일단 아주 살짝 점도가 있지만 흐르는 제형이라 피부결에 쓱쓱 잘 발라져요. 요즘 피부결 푸석한게 고민이었는데 흡수도 잘되고 바르고나면 피부결도 살고 촉촉해지는게 다음단계 스킨케어도 더 잘 먹는 느낌도 들어서 첫 느낌이 좋아요. 우선 꾸준히 써보고 한달 후기도 올려볼게요!",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,복합성/웜톤/주름/블랙헤드,"세안 후 첫 단계에서 쓰기 좋은 에센스라 욕실에두고 씻은후 가장먼저 쓰고있어요. 물보다는 살짝 점성이있는 제형인데 피부에 닿으면 촉촉하게 밀착돼요. 끈적임 없이 빠르게 흡수되면서 속건조를 잡아주는 느낌이라 여러 번 레이어링해도 부담 없고, 피부결이 정돈되면서 은은하게 윤기가 돌아 데일리로 쓰기 좋아요.",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,건성/웜톤/잡티/각질,"쥬베룩은 피부과에서 워낙 유명한 브랜드라 올리브영에 보이길래 바로 구매했음🧐 제형은 콧물 에센스처럼 약간의 점성이 느껴지는데, 막상 펴 바르면 끈적임 없이 피부에 스며드는 게 아주 굿굿 장점💧 향에 민감한 편인데 무향이라 부담 없었고, 나이트 케어 때 레이어링 해서 발라주면 다음 날 피부 결이 확실히 매끈해진 게 체감되더라고요! 피부과 브랜드라 그런가 효과가 바로👍 아쉬운점은 가격이죠😭 비싸서 재구매는 고민해보긴 해야할것같아요",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,복합성/쿨톤/잡티/미백,쥬베룩을 얼굴에 맞아보고 만족햇엇는데 이번에 스킨케어제품도 나와서 구매해봣어요 에센스가 물보단 약간점성이잇고 각질제거성분이 들어잇어 피부결 톤정리도되고 묵은피지같은것도 정리되는거같고 바로 흡수가되면서 은은한 광이 돌아요 끈적이는것도없고 피부결이 부들부들해져서 좋아요!,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,민감성/여름쿨톤/잡티/민감성,완전히 물제형은 아니면서 싹 스며들고 촉촉하네요 피부에 닿는 순간 쫀쫀하게 스며드는 제형이 정말 만족스러워요. PDLLA 성분이 들어있어서 그런지 꾸준히 사용할수록 피부 속부터 은은한 광채가 올라오고 결이 매끈해지는 게 느껴집니다. 자극 없이 순하면서도 보습력이 훌륭해 다음 단계 화장도 훨씬 잘 먹네요. 탄력과 생기를 동시에 챙기고 싶은 분들께 정착템으로 추천합니다!,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,건성/웜톤/잡티/미백,스킨케어 첫 단계가 가장 중요하다는 얘기를 듣고 쥬베룩 퍼스트 에센스를 구매해봤는데 일단 제형이 점도가 있는 편이라 역시 좋은 성분이 들어있는게 느껴졌어요! 그렇다고 너무 점성이 있지는 않고 흐르면서 흡수가 잘 되는 편이라 바르기 편해요! 며칠 사용해보고 일단 뚜렷히 보이는 효과는 확실히 각질 정리가 잘 된다는 거예요! 오랜 시간 화장을 하면 볼 쪽에 각질 부각이 일어나는데 쥬베룩 에센스를 사용하고 각질 부각을 잘 못 느껴서 만족스러워요 꾸준히 사용해 볼 생각입니다,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,,쥬베룩에서 만들었다니 믿음이 가서 구매해봤습니다 피부 투명도 개선이랑 각질 개선에 좋다더니 실제로 사용해보니 각질에 확실히 좋네요 코 옆 이마에 각질 뜨던게 사라지고 속건조도 훨씬 덜해요 투명도 개선은 좀 더 두고 봐야 알겠지만 바르면서 딱 느껴집니다 수분감이 코팅되는 느낌 피부가 부들부들 탱탱한게 느껴져요 역시 화장품은 유명하고 너무 싸지 않은 곳에서 시켜야 맞는거같아요 처음 왔을때 손등에 테스트 해봤는데 수분감 부족한 애들은 바로 쓱 스며서 바른 티도 안나는데 수분감이 방울방울 남길래 놀라웠습니다,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-06,올리브영,신상품순,6,,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,31,5,건성/여름쿨톤/주름/각질,꾸준히 퍼스트에센스를 사용하는 건성입니다 각질제거 및 피부결을 위해 사용하는데 여러가지 사용해봤는데 쥬베룩 퍼스트에센스는 너무 무겁지 않으면서 따가움도 없어요 끈적임 없는 물같은 제형인데 손에 흡수 안되고 얼굴에 다 흡수되게 시루콧토같은 스펀지 화장솜으로 발라요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
